frame,object_id,object_type,x,y,area,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_width,bbox_height,window_index,window_start_frame,local_frame,sam3_track_id,text_prompt
365,robot_001,robot,602.281847133758,261.72664543524417,1884,580,227,628,287,48,60,22,352,13,0,robot
365,soccer_ball_002,soccer_ball,650.171875,290.2578125,128,645,284,657,297,12,13,22,352,13,0,small orange ball
366,robot_001,robot,603.1043432203389,263.5195974576271,1888,581,228,629,289,48,61,22,352,14,0,robot
366,soccer_ball_002,soccer_ball,650.3543307086615,290.31496062992125,127,645,284,657,297,12,13,22,352,14,0,small orange ball
367,robot_001,robot,604.3509898341359,264.6447298020332,1869,582,230,630,290,48,60,22,352,15,0,robot
367,soccer_ball_002,soccer_ball,650.6412213740458,290.42748091603056,131,645,284,657,298,12,14,22,352,15,0,small orange ball
368,robot_001,robot,605.8781979977753,265.45105672969964,1798,584,231,631,290,47,59,23,368,0,0,robot
368,soccer_ball_002,soccer_ball,651.0185185185185,290.4074074074074,108,646,285,657,297,11,12,23,368,0,0,small orange ball
369,robot_001,robot,606.7461024498887,266.8017817371938,1796,584,231,633,291,49,60,23,368,1,0,robot
369,soccer_ball_002,soccer_ball,650.9224137931035,290.36206896551727,116,646,284,657,297,11,13,23,368,1,0,small orange ball
370,robot_001,robot,608.0861423220974,268.18031032637776,1869,586,233,634,293,48,60,23,368,2,0,robot
370,soccer_ball_002,soccer_ball,651.7105263157895,290.3684210526316,114,647,284,658,297,11,13,23,368,2,0,small orange ball
371,robot_001,robot,609.0861797162376,269.0183920126117,1903,586,234,635,294,49,60,23,368,3,0,robot
371,soccer_ball_002,soccer_ball,651.625,290.3928571428572,112,647,284,658,297,11,13,23,368,3,0,small orange ball
372,robot_001,robot,610.1263707571802,269.44125326370755,1915,587,233,636,294,49,61,23,368,4,0,robot
372,soccer_ball_002,soccer_ball,651.8173913043478,290.5130434782609,115,647,285,658,297,11,12,23,368,4,0,small orange ball
373,robot_001,robot,610.9376299376299,269.4589397089397,1924,588,233,637,295,49,62,23,368,5,0,robot
373,soccer_ball_002,soccer_ball,652.0756302521008,290.4453781512605,119,647,284,658,297,11,13,23,368,5,0,small orange ball
374,robot_001,robot,612.0466768138001,269.75139523084727,1971,587,234,639,295,52,61,23,368,6,0,robot
374,soccer_ball_002,soccer_ball,652.390243902439,290.4390243902439,123,647,285,659,297,12,12,23,368,6,0,small orange ball
375,robot_001,robot,613.1910955477739,269.4862431215608,1999,588,234,642,295,54,61,23,368,7,0,robot
375,soccer_ball_002,soccer_ball,652.390243902439,290.4390243902439,123,647,285,659,297,12,12,23,368,7,0,small orange ball
376,robot_001,robot,614.006968641115,269.344449975112,2009,589,234,642,295,53,61,23,368,8,0,robot
376,soccer_ball_002,soccer_ball,652.6752136752136,290.55555555555554,117,648,285,659,298,11,13,23,368,8,0,small orange ball
377,robot_001,robot,614.7385850476668,269.5213246362268,1993,590,234,643,295,53,61,23,368,9,0,robot
377,soccer_ball_002,soccer_ball,652.7647058823529,290.5546218487395,119,648,285,659,298,11,13,23,368,9,0,small orange ball
378,robot_001,robot,617.4572004028197,268.8479355488419,1986,593,233,645,295,52,62,23,368,10,0,robot
378,soccer_ball_002,soccer_ball,652.7416666666667,290.75,120,648,285,659,298,11,13,23,368,10,0,small orange ball
379,robot_001,robot,618.4386143657667,268.9617931737137,1963,594,233,646,295,52,62,23,368,11,0,robot
379,soccer_ball_002,soccer_ball,652.7130434782608,291.0608695652174,115,648,285,659,298,11,13,23,368,11,0,small orange ball
380,robot_001,robot,619.4156441717791,268.6579754601227,1956,595,233,647,294,52,61,23,368,12,0,robot
380,soccer_ball_002,soccer_ball,652.936,291.08,125,648,285,659,298,11,13,23,368,12,0,small orange ball
381,robot_001,robot,620.7434715821813,268.3133640552996,1953,596,233,648,294,52,61,23,368,13,0,robot
381,soccer_ball_002,soccer_ball,653.0862068965517,291.55172413793105,116,648,286,659,298,11,12,23,368,13,0,small orange ball
382,robot_001,robot,623.0067637877211,268.0015608740895,1922,598,233,651,293,53,60,23,368,14,0,robot
382,soccer_ball_002,soccer_ball,653.1754385964912,291.9736842105263,114,648,286,660,298,12,12,23,368,14,0,small orange ball
383,robot_001,robot,624.5638465580662,267.7630057803468,1903,600,233,652,293,52,60,23,368,15,0,robot
383,soccer_ball_002,soccer_ball,652.9391304347826,292.2695652173913,115,648,287,659,299,11,12,23,368,15,0,small orange ball
384,robot_001,robot,626.0166666666667,269.2448275862069,1740,602,235,653,292,51,57,24,384,0,0,robot
384,robot_002,robot,382.4869638351556,255.44743481917575,1189,369,228,403,279,34,51,24,384,0,1,robot
384,soccer_ball_002,soccer_ball,653.3394495412844,292.0,109,648,286,660,299,12,13,24,384,0,0,small orange ball
385,robot_001,robot,627.4726224783861,268.88530259366,1735,603,235,654,292,51,57,24,384,1,0,robot
385,robot_002,robot,383.9002433090024,256.7988645579886,1233,370,229,406,279,36,50,24,384,1,1,robot
385,soccer_ball_002,soccer_ball,653.1904761904761,292.1523809523809,105,648,287,659,298,11,11,24,384,1,0,small orange ball
386,robot_001,robot,629.3449419568823,268.3228302929796,1809,606,233,655,293,49,60,24,384,2,0,robot
386,robot_002,robot,386.2012534818941,258.0954038997215,1436,369,228,411,280,42,52,24,384,2,1,robot
386,soccer_ball_002,soccer_ball,652.9203539823009,292.8407079646018,113,647,287,659,299,12,12,24,384,2,0,small orange ball
387,robot_001,robot,629.9855475264036,268.6753752084491,1799,608,234,655,293,47,59,24,384,3,0,robot
387,robot_002,robot,386.78647925033465,257.76372155287817,1494,370,226,413,280,43,54,24,384,3,1,robot
387,soccer_ball_002,soccer_ball,652.6034482758621,292.9741379310345,116,647,287,659,299,12,12,24,384,3,0,small orange ball
388,robot_001,robot,630.4320576816417,269.2373821408763,1803,609,234,656,294,47,60,24,384,4,0,robot
388,robot_002,robot,388.5643127364439,258.1954602774275,1586,370,227,419,280,49,53,24,384,4,1,robot
388,soccer_ball_002,soccer_ball,652.5221238938053,293.0973451327434,113,647,288,659,299,12,11,24,384,4,0,small orange ball
389,robot_001,robot,630.1987507098239,270.1169789892107,1761,608,236,656,294,48,58,24,384,5,0,robot
389,robot_002,robot,389.5753504672897,257.80957943925233,1712,370,228,421,280,51,52,24,384,5,1,robot
389,soccer_ball_002,soccer_ball,652.1261261261261,293.3693693693694,111,647,288,658,300,11,12,24,384,5,0,small orange ball
390,robot_001,robot,631.2390326209223,271.39595050618675,1778,610,237,656,296,46,59,24,384,6,0,robot
390,robot_002,robot,389.34342857142855,257.3462857142857,1750,370,229,419,280,49,51,24,384,6,1,robot
390,soccer_ball_002,soccer_ball,651.5339805825242,293.6116504854369,103,647,288,657,300,10,12,24,384,6,0,small orange ball
391,robot_001,robot,630.9101497504159,271.75540765391014,1803,610,237,656,297,46,60,24,384,7,0,robot
391,robot_002,robot,389.1557614360162,257.5176606832658,1727,370,231,418,280,48,49,24,384,7,1,robot
391,soccer_ball_002,soccer_ball,650.9459459459459,293.5945945945946,111,646,288,657,300,11,12,24,384,7,0,small orange ball
392,robot_001,robot,630.8600663716815,272.2063053097345,1808,610,236,656,298,46,62,24,384,8,0,robot
392,robot_002,robot,388.47798377752025,257.42294322132096,1726,369,229,418,280,49,51,24,384,8,1,robot
392,soccer_ball_002,soccer_ball,650.5648148148148,293.5925925925926,108,646,288,656,300,10,12,24,384,8,0,small orange ball
393,robot_001,robot,631.271158129176,273.69209354120267,1796,610,238,657,299,47,61,24,384,9,0,robot
393,robot_002,robot,388.2587329780935,257.7702782711664,1689,369,230,418,280,49,50,24,384,9,1,robot
393,soccer_ball_002,soccer_ball,651.2702702702703,294.3243243243243,111,646,289,657,301,11,12,24,384,9,0,small orange ball
394,robot_001,robot,632.5468577728776,275.7828004410144,1814,612,241,659,301,47,60,24,384,10,0,robot
394,robot_002,robot,387.9528985507246,258.2657004830918,1656,369,230,417,281,48,51,24,384,10,1,robot
394,soccer_ball_002,soccer_ball,654.3609022556391,295.57142857142856,133,649,289,661,303,12,14,24,384,10,0,small orange ball
395,robot_001,robot,633.7637665198238,277.0132158590308,1816,613,246,661,302,48,56,24,384,11,0,robot
395,robot_002,robot,388.055520102106,259.7179323548181,1567,369,233,417,281,48,48,24,384,11,1,robot
395,soccer_ball_002,soccer_ball,655.1709401709402,297.22222222222223,117,650,291,661,304,11,13,24,384,11,0,small orange ball
396,robot_001,robot,634.7614628820961,277.3711790393013,1832,614,245,661,303,47,58,24,384,12,0,robot
396,robot_002,robot,387.6670574443142,257.9290738569754,1706,369,228,417,281,48,53,24,384,12,1,robot
396,soccer_ball_002,soccer_ball,656.453781512605,297.65546218487395,119,651,292,663,305,12,13,24,384,12,0,small orange ball
397,robot_001,robot,635.8170795993674,277.77332630469164,1897,615,241,662,304,47,63,24,384,13,0,robot
397,robot_002,robot,387.927409261577,259.86357947434294,1598,369,231,417,282,48,51,24,384,13,1,robot
397,soccer_ball_002,soccer_ball,657.6333333333333,298.625,120,652,293,664,305,12,12,24,384,13,0,small orange ball
398,robot_001,robot,638.1964194373402,278.6854219948849,1955,617,243,664,305,47,62,24,384,14,0,robot
398,robot_002,robot,387.8094958968347,259.06447831184056,1706,369,229,417,282,48,53,24,384,14,1,robot
398,soccer_ball_002,soccer_ball,660.7380952380952,300.1984126984127,126,655,294,667,307,12,13,24,384,14,0,small orange ball
399,robot_001,robot,639.0216271884655,279.8501544799176,1942,617,243,665,306,48,63,24,384,15,0,robot
399,robot_002,robot,387.7154811715481,259.51404662283323,1673,369,231,417,282,48,51,24,384,15,1,robot
399,soccer_ball_002,soccer_ball,661.9411764705883,301.2867647058824,136,656,295,669,308,13,13,24,384,15,0,small orange ball
400,robot_001,robot,641.7346544224263,282.2730787820203,2069,619,244,670,309,51,65,25,400,0,0,robot
400,robot_002,robot,387.8450092994421,260.10601363918164,1613,370,232,417,282,47,50,25,400,0,1,robot
400,soccer_ball_002,soccer_ball,664.2605042016806,302.84033613445376,119,658,297,671,309,13,12,25,400,0,0,small orange ball
401,robot_001,robot,642.4727533460803,283.4053537284895,2092,619,244,672,309,53,65,25,400,1,0,robot
401,robot_002,robot,387.5637254901961,259.7751225490196,1632,369,231,417,282,48,51,25,400,1,1,robot
401,soccer_ball_002,soccer_ball,666.2905982905983,303.43589743589746,117,661,298,673,310,12,12,25,400,1,0,small orange ball
402,robot_001,robot,643.7971079981925,285.5282422051514,2213,619,246,675,312,56,66,25,400,2,0,robot
402,robot_002,robot,385.5090529247911,261.96378830083563,1436,369,233,412,285,43,52,25,400,2,1,robot
402,soccer_ball_002,soccer_ball,669.0569105691056,305.8130081300813,123,663,300,676,312,13,12,25,400,2,0,small orange ball
403,robot_001,robot,644.324846356453,286.60886742756804,2278,619,246,678,313,59,67,25,400,3,0,robot
403,robot_002,robot,383.9984627209839,263.5826287471176,1301,369,236,408,286,39,50,25,400,3,1,robot
403,soccer_ball_002,soccer_ball,670.8384615384615,306.7076923076923,130,665,301,678,313,13,12,25,400,3,0,small orange ball
404,robot_001,robot,644.435350457118,288.0195907705703,2297,618,248,679,314,61,66,25,400,4,0,robot
404,robot_002,robot,382.42723880597015,266.722947761194,1072,369,240,407,287,38,47,25,400,4,1,robot
404,soccer_ball_002,soccer_ball,672.3692307692307,307.4307692307692,130,667,302,679,314,12,12,25,400,4,0,small orange ball
405,robot_001,robot,644.4657070279425,288.7569856054191,2362,618,249,680,314,62,65,25,400,5,0,robot
405,robot_002,robot,381.23296032553407,268.7619532044761,983,369,241,404,290,35,49,25,400,5,1,robot
405,soccer_ball_002,soccer_ball,674.0305343511451,307.9770992366412,131,668,302,681,315,13,13,25,400,5,0,small orange ball
406,robot_001,robot,645.0568228950643,289.4968892575695,2411,617,249,682,315,65,66,25,400,6,0,robot
406,robot_002,robot,380.4370122630992,269.5273132664437,897,369,240,402,291,33,51,25,400,6,1,robot
406,soccer_ball_002,soccer_ball,675.2573529411765,308.54411764705884,136,669,303,682,315,13,12,25,400,6,0,small orange ball
407,robot_001,robot,646.8165798958751,290.11854225070084,2497,619,250,686,317,67,67,25,400,7,0,robot
407,robot_002,robot,380.2841068917018,271.746835443038,711,369,250,400,288,31,38,25,400,7,1,robot
407,soccer_ball_002,soccer_ball,679.0845070422536,310.2535211267606,142,673,304,686,317,13,13,25,400,7,0,small orange ball
408,robot_001,robot,648.7382178217822,290.3758415841584,2525,620,251,688,318,68,67,25,400,8,0,robot
408,robot_002,robot,379.4045092838196,269.53580901856765,754,369,245,399,288,30,43,25,400,8,1,robot
408,soccer_ball_002,soccer_ball,680.8344370860927,310.80132450331126,151,675,304,688,318,13,14,25,400,8,0,small orange ball
409,robot_001,robot,649.3365384615385,290.44070512820514,2496,620,251,690,319,70,68,25,400,9,0,robot
409,robot_002,robot,380.1682692307692,273.0544871794872,624,369,257,398,288,29,31,25,400,9,1,robot
409,soccer_ball_002,soccer_ball,682.4893617021277,311.51063829787233,141,677,305,689,319,12,14,25,400,9,0,small orange ball
410,robot_001,robot,650.5813771517996,289.9765258215962,2556,621,250,691,319,70,69,25,400,10,0,robot
410,robot_002,robot,380.0769230769231,273.44816053511704,598,369,258,397,288,28,30,25,400,10,1,robot
410,soccer_ball_002,soccer_ball,683.5857142857143,311.7857142857143,140,678,305,690,320,12,15,25,400,10,0,small orange ball
411,robot_001,robot,653.1131257390618,289.0220733149389,2537,624,249,694,320,70,71,25,400,11,0,robot
411,robot_002,robot,378.5317324185249,272.31046312178387,583,369,252,396,288,27,36,25,400,11,1,robot
411,soccer_ball_002,soccer_ball,686.2867647058823,312.75735294117646,136,681,306,693,320,12,14,25,400,11,0,small orange ball
412,robot_001,robot,652.7961553864637,289.3051661994393,2497,623,249,695,320,72,71,25,400,12,0,robot
412,robot_002,robot,380.4585152838428,271.9475982532751,687,369,252,401,289,32,37,25,400,12,1,robot
412,soccer_ball_002,soccer_ball,687.9328358208955,313.1119402985075,134,683,307,695,321,12,14,25,400,12,0,small orange ball
413,robot_001,robot,652.8272438443208,289.12708498808576,2518,623,249,696,321,73,72,25,400,13,0,robot
413,robot_002,robot,380.6118980169972,271.5396600566572,706,369,252,400,288,31,36,25,400,13,1,robot
413,soccer_ball_002,soccer_ball,689.0985915492957,313.443661971831,142,684,307,696,321,12,14,25,400,13,0,small orange ball
414,robot_001,robot,652.593799682035,288.7615262321145,2516,623,249,697,321,74,72,25,400,14,0,robot
414,robot_002,robot,379.7047756874096,270.8075253256151,691,369,251,398,288,29,37,25,400,14,1,robot
414,soccer_ball_002,soccer_ball,689.9574468085107,314.01418439716315,141,684,308,697,321,13,13,25,400,14,0,small orange ball
415,robot_001,robot,654.4615384615385,288.1042823156225,2522,624,248,700,323,76,75,25,400,15,0,robot
415,robot_002,robot,381.7185714285714,271.0728571428571,700,370,253,401,287,31,34,25,400,15,1,robot
415,soccer_ball_002,soccer_ball,693.1013513513514,315.44594594594594,148,687,309,700,323,13,14,25,400,15,0,small orange ball
416,robot_001,robot,652.2993451824135,286.9466791393826,2138,626,250,680,314,54,64,26,416,0,0,robot
416,soccer_ball_002,soccer_ball,694.578125,317.125,128,689,311,701,325,12,14,26,416,0,0,small orange ball
417,robot_001,robot,653.6076307112577,287.06924163918984,2123,627,251,681,313,54,62,26,416,1,0,robot
417,soccer_ball_002,soccer_ball,695.8931297709923,317.7251908396947,131,690,311,702,325,12,14,26,416,1,0,small orange ball
418,robot_001,robot,654.5970425138632,286.5249537892791,2164,628,251,683,313,55,62,26,416,2,0,robot
418,soccer_ball_002,soccer_ball,696.8656716417911,318.06716417910445,134,691,312,703,325,12,13,26,416,2,0,small orange ball
419,robot_001,robot,656.0405405405405,285.8098788443616,2146,629,251,685,312,56,61,26,416,3,0,robot
419,soccer_ball_002,soccer_ball,699.9555555555555,319.4592592592593,135,694,313,706,327,12,14,26,416,3,0,small orange ball
420,robot_001,robot,657.2255639097745,285.3096804511278,2128,630,251,686,311,56,60,26,416,4,0,robot
420,soccer_ball_002,soccer_ball,701.1590909090909,320.22727272727275,132,695,314,708,327,13,13,26,416,4,0,small orange ball
421,robot_001,robot,658.4646840148699,285.02834572490707,2152,631,250,687,311,56,61,26,416,5,0,robot
421,soccer_ball_002,soccer_ball,702.4411764705883,321.00735294117646,136,697,314,709,328,12,14,26,416,5,0,small orange ball
422,robot_001,robot,659.7945590994372,284.80300187617263,2132,633,250,688,311,55,61,26,416,6,0,robot
422,soccer_ball_002,soccer_ball,703.5928571428572,321.42857142857144,140,698,314,710,329,12,15,26,416,6,0,small orange ball
423,robot_001,robot,663.8122312470139,284.22121356903966,2093,637,249,692,310,55,61,26,416,7,0,robot
423,soccer_ball_002,soccer_ball,706.0608108108108,322.3513513513513,148,700,316,713,330,13,14,26,416,7,0,small orange ball
424,robot_001,robot,664.6014251781472,284.387648456057,2105,639,250,692,310,53,60,26,416,8,0,robot
424,soccer_ball_002,soccer_ball,707.4444444444445,322.89506172839504,162,701,316,715,331,14,15,26,416,8,0,small orange ball
425,robot_001,robot,665.3228869895537,284.4235517568851,2106,640,250,692,310,52,60,26,416,9,0,robot
425,soccer_ball_002,soccer_ball,708.7337662337662,323.56493506493507,154,703,317,716,331,13,14,26,416,9,0,small orange ball
426,robot_001,robot,665.4952198852773,284.8876673040153,2092,641,250,692,310,51,60,26,416,10,0,robot
426,soccer_ball_002,soccer_ball,709.7125,324.025,160,704,317,717,332,13,15,26,416,10,0,small orange ball
427,robot_001,robot,664.8503973819542,285.76437587657784,2139,639,250,692,311,53,61,26,416,11,0,robot
427,soccer_ball_002,soccer_ball,711.7385620915032,325.03921568627453,153,706,318,719,333,13,15,26,416,11,0,small orange ball
428,robot_001,robot,664.7384686346863,286.2707564575646,2168,639,251,692,312,53,61,26,416,12,0,robot
428,soccer_ball_002,soccer_ball,712.7077922077922,325.5584415584416,154,706,318,720,333,14,15,26,416,12,0,small orange ball
429,robot_001,robot,663.7898651789865,287.49558344955835,2151,638,251,691,313,53,62,26,416,13,0,robot
429,soccer_ball_002,soccer_ball,713.1721854304636,325.9933774834437,151,707,319,720,333,13,14,26,416,13,0,small orange ball
430,robot_001,robot,663.1343072573044,288.9622997172479,2122,637,253,689,314,52,61,26,416,14,0,robot
430,soccer_ball_002,soccer_ball,713.44,326.7733333333333,150,707,320,720,334,13,14,26,416,14,0,small orange ball
431,robot_001,robot,661.5104477611941,288.86609808102344,2345,635,250,688,316,53,66,26,416,15,0,robot
431,soccer_ball_002,soccer_ball,714.4076433121019,327.80254777070064,157,708,321,722,335,14,14,26,416,15,0,small orange ball
432,robot_001,robot,661.028583992964,290.30343007915565,2274,635,252,688,317,53,65,27,432,0,0,robot
432,soccer_ball_002,soccer_ball,715.0753424657535,328.43150684931504,146,709,322,722,336,13,14,27,432,0,0,small orange ball
433,robot_001,robot,661.0029411764706,290.459243697479,2380,635,251,688,318,53,67,27,432,1,0,robot
433,soccer_ball_002,soccer_ball,715.0764331210191,328.6050955414013,157,709,322,722,337,13,15,27,432,1,0,small orange ball
434,robot_001,robot,660.1676348547718,291.6004149377593,2410,634,252,687,319,53,67,27,432,2,0,robot
434,soccer_ball_002,soccer_ball,715.7425149700599,329.1377245508982,167,710,322,723,337,13,15,27,432,2,0,small orange ball
435,robot_001,robot,658.7289156626506,293.3666666666667,2490,631,253,688,322,57,69,27,432,3,0,robot
435,soccer_ball_002,soccer_ball,716.0297619047619,330.1666666666667,168,710,323,723,338,13,15,27,432,3,0,small orange ball
436,robot_001,robot,657.9437125748503,294.10938123752493,2505,630,253,687,323,57,70,27,432,4,0,robot
436,soccer_ball_002,soccer_ball,716.1818181818181,330.76363636363635,165,710,324,723,339,13,15,27,432,4,0,small orange ball
437,robot_001,robot,657.6375049038838,294.31737936445666,2549,630,254,687,324,57,70,27,432,5,0,robot
437,soccer_ball_002,soccer_ball,716.3,331.1588235294118,170,710,324,724,339,14,15,27,432,5,0,small orange ball
438,robot_001,robot,657.8554122704181,294.4193044157874,2559,630,254,687,324,57,70,27,432,6,0,robot
438,soccer_ball_002,soccer_ball,716.374269005848,331.7719298245614,171,710,324,724,340,14,16,27,432,6,0,small orange ball
439,robot_001,robot,658.2599531615925,294.4551131928181,2562,630,254,688,324,58,70,27,432,7,0,robot
439,soccer_ball_002,soccer_ball,716.4364640883978,332.7900552486188,181,710,325,724,341,14,16,27,432,7,0,small orange ball
440,robot_001,robot,659.176539360873,293.8312548713952,2566,631,254,689,323,58,69,27,432,8,0,robot
440,soccer_ball_002,soccer_ball,716.6373626373627,333.467032967033,182,710,326,724,342,14,16,27,432,8,0,small orange ball
441,robot_001,robot,659.6179116151741,293.8811106765741,2557,631,254,689,323,58,69,27,432,9,0,robot
441,soccer_ball_002,soccer_ball,716.716577540107,333.8235294117647,187,710,326,724,342,14,16,27,432,9,0,small orange ball
442,robot_001,robot,660.2976653696498,293.5237354085603,2570,632,253,690,323,58,70,27,432,10,0,robot
442,soccer_ball_002,soccer_ball,717.483870967742,334.23655913978496,186,711,327,725,342,14,15,27,432,10,0,small orange ball
443,robot_001,robot,661.2854338437377,292.8916372202592,2547,633,253,691,322,58,69,27,432,11,0,robot
443,soccer_ball_002,soccer_ball,718.1185567010309,335.0979381443299,194,711,327,726,343,15,16,27,432,11,0,small orange ball
444,robot_001,robot,661.7323775388292,292.7096774193548,2511,634,253,691,322,57,69,27,432,12,0,robot
444,soccer_ball_002,soccer_ball,718.3867403314918,335.5138121546961,181,711,328,726,343,15,15,27,432,12,0,small orange ball
445,robot_001,robot,662.5999200639488,292.3073541167066,2502,635,253,692,321,57,68,27,432,13,0,robot
445,soccer_ball_002,soccer_ball,718.9065934065934,336.0,182,712,328,727,344,15,16,27,432,13,0,small orange ball
446,robot_001,robot,663.2940226171244,292.3998384491115,2476,636,253,692,321,56,68,27,432,14,0,robot
446,soccer_ball_002,soccer_ball,719.2192513368984,336.620320855615,187,712,329,727,345,15,16,27,432,14,0,small orange ball
447,robot_001,robot,664.453423566879,292.8471337579618,2512,637,253,693,322,56,69,27,432,15,0,robot
447,soccer_ball_002,soccer_ball,720.0457142857143,337.2914285714286,175,713,330,727,345,14,15,27,432,15,0,small orange ball
448,robot_001,robot,664.4468085106383,294.0049099836334,2444,638,255,693,322,55,67,28,448,0,0,robot
448,robot_003,robot,383.175704989154,256.74620390455533,1383,369,222,408,282,39,60,28,448,0,1,robot
448,soccer_ball_002,soccer_ball,720.5159574468086,337.88829787234044,188,713,330,728,346,15,16,28,448,0,0,small orange ball
449,robot_001,robot,664.3638877913868,294.2722244172264,2531,637,254,693,323,56,69,28,448,1,0,robot
449,robot_003,robot,383.9730103806229,256.7370242214533,1445,369,221,409,282,40,61,28,448,1,1,robot
449,soccer_ball_002,soccer_ball,720.6455026455027,338.2433862433862,189,714,331,728,347,14,16,28,448,1,0,small orange ball
450,robot_001,robot,664.4486826582777,294.90994887927644,2543,637,254,693,324,56,70,28,448,2,0,robot
450,robot_003,robot,384.0756419153366,256.7446217904233,1441,370,221,408,282,38,61,28,448,2,1,robot
450,soccer_ball_002,soccer_ball,721.2702702702703,338.38378378378377,185,714,331,729,347,15,16,28,448,2,0,small orange ball
451,robot_001,robot,664.2570111409912,296.76872839031887,2603,637,256,693,326,56,70,28,448,3,0,robot
451,robot_003,robot,385.88519398258114,254.62311955661124,1263,370,228,409,277,39,49,28,448,3,1,robot
451,soccer_ball_002,soccer_ball,720.9547738693467,339.3768844221105,199,714,332,729,348,15,16,28,448,3,0,small orange ball
452,robot_001,robot,664.5721317682696,297.52215070049226,2641,638,256,693,327,55,71,28,448,4,0,robot
452,robot_003,robot,384.487684729064,254.25812807881772,1015,370,230,409,273,39,43,28,448,4,1,robot
452,soccer_ball_002,soccer_ball,721.1243781094528,339.6517412935323,201,714,332,729,348,15,16,28,448,4,0,small orange ball
453,robot_001,robot,664.9191957511381,298.75151745068285,2636,638,256,693,328,55,72,28,448,5,0,robot
453,robot_003,robot,377.7353535353535,245.3878787878788,495,369,229,391,262,22,33,28,448,5,1,robot
453,soccer_ball_002,soccer_ball,721.1317073170732,339.9073170731708,205,714,332,729,348,15,16,28,448,5,0,small orange ball
454,robot_001,robot,664.8217488789238,300.1618086696562,2676,638,258,694,330,56,72,28,448,6,0,robot
454,robot_003,robot,377.1351351351352,244.2132132132132,333,369,232,389,255,20,23,28,448,6,1,robot
454,soccer_ball_002,soccer_ball,721.3039215686274,340.3578431372549,204,714,332,729,349,15,17,28,448,6,0,small orange ball
455,robot_001,robot,665.7817445712183,302.17114464482887,2717,639,260,694,332,55,72,28,448,7,0,robot
455,soccer_ball_002,soccer_ball,721.1658536585365,340.9463414634146,205,714,333,729,350,15,17,28,448,7,0,small orange ball
456,robot_001,robot,666.0304678998912,303.3939064200218,2757,639,261,695,334,56,73,28,448,8,0,robot
456,soccer_ball_002,soccer_ball,721.5247524752475,341.2079207920792,202,715,333,729,350,14,17,28,448,8,0,small orange ball
457,robot_001,robot,667.8311493822538,303.8611007113441,2671,641,262,696,336,55,74,28,448,9,0,robot
457,soccer_ball_002,soccer_ball,721.6197916666666,341.6354166666667,192,715,334,729,350,14,16,28,448,9,0,small orange ball
458,robot_001,robot,668.7362799263352,304.7572744014733,2715,641,263,698,337,57,74,28,448,10,0,robot
458,soccer_ball_002,soccer_ball,721.9045226130653,341.79396984924625,199,715,334,730,350,15,16,28,448,10,0,small orange ball
459,robot_001,robot,669.2993269571379,307.3099539496989,2823,640,265,699,340,59,75,28,448,11,0,robot
459,soccer_ball_002,soccer_ball,722.3705583756346,342.33502538071065,197,715,335,730,351,15,16,28,448,11,0,small orange ball
460,robot_001,robot,668.7017045454545,308.17471590909093,2816,637,266,699,341,62,75,28,448,12,0,robot
460,soccer_ball_002,soccer_ball,722.6205128205128,342.4307692307692,195,716,335,731,351,15,16,28,448,12,0,small orange ball
461,robot_001,robot,667.7009148486981,308.445109078114,2842,635,267,699,343,64,76,28,448,13,0,robot
461,soccer_ball_002,soccer_ball,722.955223880597,342.83084577114425,201,716,335,731,352,15,17,28,448,13,0,small orange ball
462,robot_001,robot,665.6246056782335,309.14756396775323,2853,633,269,697,344,64,75,28,448,14,0,robot
462,soccer_ball_002,soccer_ball,723.4072164948453,343.1340206185567,194,717,335,731,352,14,17,28,448,14,0,small orange ball
463,robot_001,robot,661.5108514190317,311.77829716193656,2995,628,270,694,346,66,76,28,448,15,0,robot
463,soccer_ball_002,soccer_ball,724.2425742574258,343.63861386138615,202,717,336,732,352,15,16,28,448,15,0,small orange ball
464,soccer_ball_002,soccer_ball,724.8547486033519,343.4860335195531,179,718,336,732,352,14,16,29,464,0,0,small orange ball
465,robot_001,robot,661.8358642972536,314.9712439418417,3095,631,270,694,347,63,77,29,464,1,0,robot
465,soccer_ball_002,soccer_ball,725.0056818181819,343.35227272727275,176,719,336,732,352,13,16,29,464,1,0,small orange ball
466,robot_001,robot,663.928,316.46944,3125,634,272,696,349,62,77,29,464,2,0,robot
466,soccer_ball_002,soccer_ball,724.9623655913979,343.7043010752688,186,719,336,732,352,13,16,29,464,2,0,small orange ball
467,robot_001,robot,667.47124245313,318.9571020019066,3147,637,273,699,351,62,78,29,464,3,0,robot
467,soccer_ball_002,soccer_ball,725.4114583333334,343.8125,192,719,336,733,353,14,17,29,464,3,0,small orange ball
468,robot_001,robot,667.91215589236,319.55892360037114,3233,637,274,700,352,63,78,29,464,4,0,robot
468,soccer_ball_002,soccer_ball,725.7631578947369,344.05263157894734,190,719,336,733,353,14,17,29,464,4,0,small orange ball
469,robot_001,robot,667.0472770795931,320.1959904248953,3342,634,274,701,353,67,79,29,464,5,0,robot
469,soccer_ball_002,soccer_ball,725.9629629629629,344.2962962962963,189,720,336,733,353,13,17,29,464,5,0,small orange ball
470,robot_001,robot,665.2153392330383,320.76755162241886,3390,632,276,700,354,68,78,29,464,6,0,robot
